huc_code,avg_curvature,avg_swm1,avg_swm2,avg_ori,avg_dsm,avg_geomorph,avg_pos,avg_tpi,avg_twi
190503021001,-0.000252697,0.029002510011196136,0.031508006155490875,128.5808503699711,1065.225098,5.979063608178788,0.8096734285354614,0.021836424246430397,6.1464390005353255
190503021002,-0.000376731,0.027066087,0.028807805851101875,131.20312017191495,971.2854614257812,5.986342664119778,0.7894490361213684,0.034217227,5.831648282116672
190503021003,-0.000174124,0.028271351009607315,0.030168237164616585,129.5556088204005,896.5347290039062,5.957857266472507,0.7959060668945312,0.017079276964068413,5.991007449993818
190503021004,-0.000180031,0.027720553800463676,0.030627885833382607,126.42839673202076,957.7816162109375,5.976845448043171,0.8000941276550293,0.016990697011351585,6.035000890203237
190503021005,-0.000245305,0.027464295,0.030286697670817375,129.6993963978626,964.2929077148438,5.991149234227455,0.7961887717247009,0.022002663,5.966518438134659
190503021006,-0.000482688,0.026414711,0.029412813,111.50978859513066,932.2025756835938,5.984220043576321,0.7845975756645203,0.041277487,5.8839753100943755
190503021007,-0.000242054,0.028476315,0.030444756150245667,131.99085341627597,876.1259766,5.9899247102493955,0.8123434782028198,0.023531591519713402,6.072676109930209
190503021008,-0.000457362,0.028335893526673317,0.030704058706760406,121.16320153940471,788.2830200195312,5.981656796055275,0.8155945539474487,0.033362273,6.148127805
190503021009,-0.000231727,0.031420212,0.031315587,124.96367225690484,605.7919311523438,5.872171836,0.826037586,0.018427763134241104,6.292168694805204
190503021101,-0.000205381,0.029820805,0.03211714,122.54687054805667,658.8631591796875,5.9357424674646175,0.8349288702011108,0.012363838031888008,6.352753346845707
190503021102,-0.000238355,0.031154672,0.031128153204917908,111.24992499010666,570.7023926,5.893738476470152,0.8209812045097351,0.016321033239364624,6.213374838586995
190503021103,-0.000221127,0.029698409140110016,0.030778265,122.9735297420131,841.9088134765625,5.97404224,0.802560031,0.020575847,6.085830496294528
190503021104,-0.000186546,0.03339107,0.034931134432554245,124.19033925473545,630.2206420898438,5.921939946941389,0.8531143665313721,0.010799160227179527,6.706296492
190503021105,-0.000142548,0.039012805,0.038964629,117.96177589860697,357.9231262207031,5.9329108167086995,0.926347554,0.003345285,7.502046224576413
190503021106,-0.000530111,0.039506152272224426,0.035785545,107.0926585092525,237.14816284179688,5.306044663422695,0.9316895008087158,0.006473832,7.365656652062369
